TX_TIME,TX_DAY,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,X_TERMINAL,Y_TERMINAL,TX_DATETIME
27919,42,1,99,32.24,False,-1.02,-4.52,2018-05-13 07:45:19
75649,43,1,99,34.32,False,-1.02,-4.52,2018-05-14 21:00:49
67477,43,1,99,19.94,False,-1.02,-4.52,2018-05-14 18:44:37
63049,44,1,99,45.87,False,-1.02,-4.52,2018-05-15 17:30:49
57532,44,1,99,39.55,False,-1.02,-4.52,2018-05-15 15:58:52
61364,46,1,99,34.96,False,-1.02,-4.52,2018-05-17 17:02:44
38197,48,1,99,78.45,False,-1.02,-4.52,2018-05-19 10:36:37
74069,49,1,99,67.46,False,-1.02,-4.52,2018-05-20 20:34:29
38480,49,1,99,55.54,False,-1.02,-4.52,2018-05-20 10:41:20
64316,49,1,99,34.07,False,-1.02,-4.52,2018-05-20 17:51:56
61269,50,1,99,29.06,False,-1.02,-4.52,2018-05-21 17:01:09
49406,51,1,99,24.63,False,-1.02,-4.52,2018-05-22 13:43:26
70640,52,1,99,39.93,False,-1.02,-4.52,2018-05-23 19:37:20
33997,52,1,99,40.38,False,-1.02,-4.52,2018-05-23 09:26:37
30779,52,1,99,38.64,False,-1.02,-4.52,2018-05-23 08:32:59
68159,53,1,99,19.1,False,-1.02,-4.52,2018-05-24 18:55:59
51674,53,1,99,52.06,False,-1.02,-4.52,2018-05-24 14:21:14
65153,53,1,99,31.58,False,-1.02,-4.52,2018-05-24 18:05:53
61909,55,1,99,15.18,False,-1.02,-4.52,2018-05-26 17:11:49
33938,55,1,99,57.69,False,-1.02,-4.52,2018-05-26 09:25:38
42743,55,1,99,45.8,False,-1.02,-4.52,2018-05-26 11:52:23
10210,57,1,99,48.12,False,-1.02,-4.52,2018-05-28 02:50:10
52061,57,1,99,56.93,False,-1.02,-4.52,2018-05-28 14:27:41
83331,58,1,99,70.69,False,-1.02,-4.52,2018-05-29 23:08:51
86400,59,1,99,29.59,False,-1.02,-4.52,2018-05-31 00:00:00
21401,60,1,99,74.49,False,-1.02,-4.52,2018-05-31 05:56:41
65252,60,1,99,15.8,False,-1.02,-4.52,2018-05-31 18:07:32
28846,60,1,99,37.98,False,-1.02,-4.52,2018-05-31 08:00:46
34628,60,1,99,48.25,False,-1.02,-4.52,2018-05-31 09:37:08
8631,60,1,99,48.28,False,-1.02,-4.52,2018-05-31 02:23:51
39992,61,1,99,55.58,False,-1.02,-4.52,2018-06-01 11:06:32
41944,61,1,99,39.31,False,-1.02,-4.52,2018-06-01 11:39:04
38175,61,1,99,26.94,False,-1.02,-4.52,2018-06-01 10:36:15
58182,62,1,99,63.18,False,-1.02,-4.52,2018-06-02 16:09:42
35699,62,1,99,27.5,False,-1.02,-4.52,2018-06-02 09:54:59
51001,62,1,99,65.58,False,-1.02,-4.52,2018-06-02 14:10:01
86400,63,1,99,82.95,False,-1.02,-4.52,2018-06-04 00:00:00
46002,63,1,99,40.43,False,-1.02,-4.52,2018-06-03 12:46:42
44560,64,1,99,61.24,False,-1.02,-4.52,2018-06-04 12:22:40
79347,65,1,99,19.16,False,-1.02,-4.52,2018-06-05 22:02:27
46779,67,1,99,57.16,False,-1.02,-4.52,2018-06-07 12:59:39
58851,67,1,99,57.41,False,-1.02,-4.52,2018-06-07 16:20:51
35351,67,1,99,49.71,False,-1.02,-4.52,2018-06-07 09:49:11
57866,68,1,99,26.38,False,-1.02,-4.52,2018-06-08 16:04:26
69126,68,1,99,60.11,False,-1.02,-4.52,2018-06-08 19:12:06
27057,68,1,99,49.32,False,-1.02,-4.52,2018-06-08 07:30:57
56800,68,1,99,24.69,False,-1.02,-4.52,2018-06-08 15:46:40
45852,69,1,99,79.04,False,-1.02,-4.52,2018-06-09 12:44:12
37934,69,1,99,75.08,False,-1.02,-4.52,2018-06-09 10:32:14
30371,69,1,99,19.82,False,-1.02,-4.52,2018-06-09 08:26:11
15983,70,1,99,41.28,False,-1.02,-4.52,2018-06-10 04:26:23
57181,71,1,99,33.97,False,-1.02,-4.52,2018-06-11 15:53:01
26207,71,1,99,15.96,False,-1.02,-4.52,2018-06-11 07:16:47
58602,72,1,99,43.24,False,-1.02,-4.52,2018-06-12 16:16:42
60604,72,1,99,49.93,False,-1.02,-4.52,2018-06-12 16:50:04
56275,73,1,99,38.1,False,-1.02,-4.52,2018-06-13 15:37:55
38351,74,1,99,23.56,False,-1.02,-4.52,2018-06-14 10:39:11
46189,75,1,99,55.95,False,-1.02,-4.52,2018-06-15 12:49:49
34530,75,1,99,40.33,False,-1.02,-4.52,2018-06-15 09:35:30
44692,76,1,99,48.86,False,-1.02,-4.52,2018-06-16 12:24:52
33858,76,1,99,11.52,False,-1.02,-4.52,2018-06-16 09:24:18
40470,76,1,99,6.93,False,-1.02,-4.52,2018-06-16 11:14:30
50925,77,1,99,54.1,False,-1.02,-4.52,2018-06-17 14:08:45
54828,77,1,99,19.96,False,-1.02,-4.52,2018-06-17 15:13:48
50194,77,1,99,67.56,False,-1.02,-4.52,2018-06-17 13:56:34
45400,78,1,99,57.97,False,-1.02,-4.52,2018-06-18 12:36:40
25215,78,1,99,34.04,False,-1.02,-4.52,2018-06-18 07:00:15
56443,79,1,99,82.79,False,-1.02,-4.52,2018-06-19 15:40:43
68377,79,1,99,30.08,False,-1.02,-4.52,2018-06-19 18:59:37
49157,80,1,99,0.49,False,-1.02,-4.52,2018-06-20 13:39:17
86400,81,1,99,7.54,False,-1.02,-4.52,2018-06-22 00:00:00
27957,81,1,99,27.62,False,-1.02,-4.52,2018-06-21 07:45:57
74601,81,1,99,24.05,False,-1.02,-4.52,2018-06-21 20:43:21
57754,82,1,99,24.99,False,-1.02,-4.52,2018-06-22 16:02:34
50002,82,1,99,35.99,False,-1.02,-4.52,2018-06-22 13:53:22
41412,82,1,99,40.13,False,-1.02,-4.52,2018-06-22 11:30:12
58470,83,1,99,69.77,False,-1.02,-4.52,2018-06-23 16:14:30
48401,83,1,99,6.82,False,-1.02,-4.52,2018-06-23 13:26:41
57600,83,1,99,56.94,False,-1.02,-4.52,2018-06-23 16:00:00
50117,84,1,99,57.99,False,-1.02,-4.52,2018-06-24 13:55:17
14459,84,1,99,71.24,False,-1.02,-4.52,2018-06-24 04:00:59
37291,84,1,99,73.57,False,-1.02,-4.52,2018-06-24 10:21:31
67257,84,1,99,86.15,False,-1.02,-4.52,2018-06-24 18:40:57
49274,85,1,99,33.98,False,-1.02,-4.52,2018-06-25 13:41:14
14056,85,1,99,0.0,False,-1.02,-4.52,2018-06-25 03:54:16
32932,86,1,99,45.9,False,-1.02,-4.52,2018-06-26 09:08:52
59024,86,1,99,26.43,False,-1.02,-4.52,2018-06-26 16:23:44
31441,86,1,99,66.19,False,-1.02,-4.52,2018-06-26 08:44:01
47640,86,1,99,27.73,False,-1.02,-4.52,2018-06-26 13:14:00
43103,87,1,99,14.84,False,-1.02,-4.52,2018-06-27 11:58:23
10111,87,1,99,29.67,False,-1.02,-4.52,2018-06-27 02:48:31
46669,88,1,99,26.22,False,-1.02,-4.52,2018-06-28 12:57:49
53527,88,1,99,19.62,False,-1.02,-4.52,2018-06-28 14:52:07
62539,88,1,99,40.86,False,-1.02,-4.52,2018-06-28 17:22:19
29741,88,1,99,12.74,False,-1.02,-4.52,2018-06-28 08:15:41
44380,89,1,99,63.21,False,-1.02,-4.52,2018-06-29 12:19:40
45390,90,1,99,47.42,False,-1.02,-4.52,2018-06-30 12:36:30
19399,91,1,99,25.21,False,-1.02,-4.52,2018-07-01 05:23:19
